Gene,Entrez,Fold change
UROS,7390,1.78E-01
ASZ1,136991,4.14E-02
EIF2B4,8890,1.10E-01
FAM24B,196792,1.98E-01
TTC9B,148014,-6.41E-02
SERPINF1,5176,-4.49E-01
LCP1,3936,-1.97E-01
MORC3,23515,8.17E-02
TRPC6,7225,-7.61E-02
LOC100506797,100506797,6.93E-02
IRX1,79192,4.59E-02
ALKBH6,84964,8.39E-02
PRAF2,11230,-1.30E-01
RBBP8NL,140893,1.09E-01
CAPZA2,830,-4.28E-02
JMJD7,100137047,-1.33E-01
OR51E1,143503,2.35E-01
DKFZp564H213,440432,-6.55E-02
B4GALT6,9331,-8.73E-02
MMP26,56547,8.14E-02
SLC25A31,83447,-3.85E-02
SEC23B,10483,3.11E-01
HOMER3,9454,8.30E-02
HOXA5,3202,-5.15E-01
MAD1L1,8379,1.98E-01
B3GNT4,79369,-8.17E-02
HSD17B3,3293,-1.16E-01
FIGLA,344018,6.90E-02
CCDC159,126075,-7.95E-02
CREBL2,1389,1.74E-01
APOLD1,81575,5.07E-01
BTN2A3P,54718,-6.39E-02
C2CD4B,388125,6.35E-02
PAK7,57144,-8.86E-02
RPH3A,22895,-6.10E-02
WFDC9,259240,-4.83E-02
WEE2-AS1,285962,6.76E-02
LOC100130429,100130429,7.23E-02
BOLL,66037,5.11E-02
PCDHGB5,56101,-6.74E-02
PMS2P9,100132832,2.97E-01
THAP9-AS1,100499177,2.20E-01
C21orf91-OT1,246312,-6.84E-02
FRRS1L,23732,-9.24E-02
THAP11,57215,1.17E-01
ELP5,23587,-4.27E-01
KRTCAP2,200185,1.03E-01
EFNB3,1949,-7.94E-02
LOC101928516,101928516,8.91E-02
LOC100507376,100507376,1.57E-01
XPO7,23039,2.16E-01
TGFB2,7042,2.48E-01
RANGRF,29098,2.17E-01
PRR16,51334,1.90E-01
LOC728705,728705,7.80E-02
CCDC148-AS1,554201,-4.60E-02
KHDC3L,154288,-6.30E-02
DAW1,164781,7.40E-02
TAS2R8,50836,-5.08E-02
IRS2,8660,-3.15E-01
TRAPPC13,80006,2.13E-01
LOC100132891,100132891,1.42E-01
GPR45,11250,-5.37E-02
ACOT7,11332,-2.07E-01
CCDC42B,387885,1.04E-01
KCNMA1-AS1,101929328,6.65E-02
C3orf33,285315,1.13E-01
LOC101928519,101928519,-4.15E-02
KRT15,3866,-2.23E-01
SERPINB2,5055,1.29E-01
MROH8,140699,-6.62E-02
BEAN1,146227,9.41E-02
DENND2D,79961,-2.77E-01
GBP1P1,400759,4.59E-02
KIAA1279,26128,-1.86E-01
LOC101928052,101928052,-4.51E-02
HSPC088,100288313,5.80E-02
ALMS1P,200420,-5.61E-02
KCNJ6,3763,-6.39E-02
KIFC3,3801,-5.57E-02
FLJ32790,642696,-5.64E-02
CDK2AP1,8099,1.20E-01
SLC35F2,54733,2.32E-01
KCNN1,3780,-6.05E-02
AKAP3,10566,1.06E-01
CCDC8,83987,-7.39E-02
PIN1,5300,-1.48E-01
BEST1,7439,7.35E-02
POLQ,10721,2.18E-01
RSPH14,27156,7.26E-02
LRRC37BP1,147172,6.83E-02
LOC100287407,100287407,-6.36E-02
BCO1,53630,-2.36E-01
RAB31,11031,4.28E-01
HLA-DMB,3109,-2.80E-01
WSCD2,9671,-1.32E-01
PACS1,55690,7.76E-02
DLEU7-AS1,100874074,6.95E-02
POLE4,56655,5.18E-02
SLC24A2,25769,5.54E-02
ST3GAL4-AS1,399972,1.25E-01
LCN1,3933,8.54E-02
RPE65,6121,4.33E-02
APOBEC2,10930,-7.25E-02
TMED7,51014,-1.41E-01
FBXL19,54620,7.75E-02
HOXA4,3201,9.42E-02
DNAJC28,54943,-6.04E-02
DCC,1630,-5.60E-02
UBE2E2,7325,-3.43E-01
ZNF383,163087,9.11E-02
LRRC42,115353,1.30E-01
IL21R-AS1,283888,-4.60E-02
C21orf116,378820,9.50E-02
CLIC2,1193,-2.18E-01
ADAMTS5,11096,-3.10E-01
DLX4,1748,-6.71E-02
FAM185A,222234,5.82E-02
FBP2,8789,-7.44E-02
CATSPER3,347732,-7.46E-02
CTBP1-AS2,92070,7.14E-02
CD1E,913,-6.42E-02
GP6,51206,-6.15E-02
FLRT3,23767,3.72E-01
CACNA2D3,55799,-1.53E-01
ZNF813,126017,2.00E-01
CAPN6,827,5.02E-02
DOHH,83475,-8.61E-02
ARL2BP,23568,1.11E-01
MLLT11,10962,-4.21E-01
POLR3GL,84265,-1.80E-01
BSN-AS2,100132677,-6.48E-02
GHRH,2691,-6.59E-02
DCUN1D3,123879,1.23E-01
NOTCH2NL,388677,-2.17E-01
SPATA31E1,286234,5.15E-02
VAV2,7410,-9.21E-02
FLJ41170,440200,-6.01E-02
NCF4,4689,-2.01E-01
YRDC,79693,1.76E-01
SPHKAP,80309,-6.52E-02
CCR1,1230,2.29E-01
LOC101927907,101927907,-6.31E-02
NXF2,56001,1.39E-01
PGBD4,161779,1.22E-01
ZNF233,353355,-1.17E-01
LOC283070,283070,3.93E-02
FAM71F2,346653,-5.49E-02
KIR2DL1,3802,-5.00E-02
AZU1,566,-6.38E-02
ETNPPL,64850,-4.77E-02
TMEM80,283232,-1.70E-01
TTC16,158248,5.87E-02
IK,3550,1.49E-01
ZNF382,84911,-1.70E-01
TLR8-AS1,349408,-4.83E-02
OR51B5,282763,-5.96E-02
B3GALNT1,8706,1.61E-01
TMEM101,84336,1.31E-01
SLC43A3,29015,8.55E-02
TRIM56,81844,-9.27E-02
XBP1,7494,-1.37E-01
KIAA0355,9710,1.39E-01
WDR82,80335,1.01E-01
CNOT6,57472,2.05E-01
PLCD4,84812,-2.96E-01
CCL18,6362,3.39E-01
PTPRD-AS1,101929407,1.15E-01
KRBA2,124751,-1.01E-01
APCDD1L-AS1,149773,-4.98E-02
KCND2,3751,-7.78E-02
NNMT,4837,-4.76E-01
MRPS9,64965,2.03E-01
UBQLN3,50613,5.47E-02
CASR,846,-1.05E-01
POGZ,23126,-1.13E-01
SHF,90525,1.79E-01
C11orf45,219833,8.59E-02
CACNA1F,778,-8.01E-02
LINC01530,729975,5.76E-02
LINC01007,100506527,6.48E-02
OR51B4,79339,6.80E-02
TRAM1L1,133022,-1.51E-01
DEFB123,245936,6.29E-02
TCEA2,6919,-2.07E-01
VCPKMT,79609,-1.53E-01
RARRES3,5920,-3.86E-01
LOC93444,93444,7.82E-02
MED27,9442,1.21E-01
BTF3P11,690,3.88E-02
DKFZp566F0947,94023,7.37E-02
KRTAP4-2,85291,-6.14E-02
SORBS1,10580,-6.82E-02
FAM229B,619208,-1.95E-01
CD24,100133941,3.20E-01
LOC100288939,100288939,-1.65E-01
EDA2R,60401,-7.31E-02
LYRM9,201229,6.11E-02
LOC100506016,100506016,-5.24E-02
NUDT11,55190,-2.31E-01
SPAG11B,10407,6.61E-02
OR2J2,26707,5.23E-02
CFC1B,653275,-6.69E-02
LOC100131053,100131053,4.85E-02
C5orf46,389336,7.40E-02
ALDH1L1-AS2,100862662,-6.98E-02
NMBR,4829,6.15E-02
SIX5,147912,-2.02E-01
TKTL1,8277,4.46E-01
ERC2,26059,-9.29E-02
TMEM198,130612,9.63E-02
DCHS1,8642,-1.40E-01
FGF1,2246,-1.40E-01
ENHO,375704,-9.02E-02
ADM5,199800,8.77E-02
TAAR2,9287,-6.56E-02
DNM3OS,100628315,-2.93E-01
PMCHL2,5370,-5.22E-02
LINC01029,101927715,5.70E-02
LOC90784,90784,-1.57E-01
SRRM5,100170229,6.92E-02
SGOL1,151648,9.61E-02
ACVR1,90,2.22E-01
ZNF85,7639,-2.17E-01
FLJ20712,55025,-7.19E-02
SLC10A3,8273,-1.72E-01
C16orf78,123970,5.91E-02
TCL1B,9623,-6.20E-02
UBL3,5412,-1.55E-01
CD226,10666,-5.34E-02
LINC01271,101927586,6.80E-02
BCORL1,63035,6.39E-02
PKP2,5318,-4.30E-01
TSPEAR,54084,5.56E-02
ZEB1-AS1,220930,2.40E-01
HTRA3,94031,1.87E-01
PGLYRP1,8993,-6.84E-02
ARHGAP26-AS1,100874239,-5.64E-02
SLC7A9,11136,2.58E-01
SLC48A1,55652,1.61E-01
FAM183CP,286135,-5.91E-02
COMMD3,23412,1.07E-01
DAOA,267012,-5.81E-02
FCER1G,2207,1.40E-01
KIR3DS1,3813,-6.95E-02
TGM1,7051,6.13E-02
C1QTNF6,114904,-1.30E-01
IKZF4,64375,1.25E-01
MAEL,84944,-8.75E-02
ORAI1,84876,1.09E-01
ARSJ,79642,-3.55E-01
ZSCAN10,84891,-7.15E-02
RSPO1,284654,-6.60E-02
NPY5R,4889,-5.89E-02
MOGS,7841,1.56E-01
TPI1,7167,-8.94E-02
TIE1,7075,-1.83E-01
VPS11,55823,1.01E-01
GPR32,2854,-6.35E-02
PRR14,78994,-6.77E-02
OVOS2,144203,-2.80E-01
CCDC109B,55013,2.18E-01
SPSB3,90864,-1.24E-01
ZNF547,284306,1.07E-01
GPR25,2848,-5.81E-02
MMP17,4326,-7.69E-02
CHIAP2,149620,5.45E-02
LOC152286,152286,-6.63E-02
KISS1,3814,-5.26E-02
NDUFAF5,79133,-5.05E-02
LINC01136,730227,6.15E-02
HS6ST3,266722,7.12E-02
COL19A1,1310,-5.27E-02
PMF1,11243,9.90E-02
ANGPTL4,51129,-1.08E-01
TIMM21,29090,-1.95E-01
SLCO6A1,133482,-4.93E-02
CSMD2-AS1,402779,-6.99E-02
IDO1,3620,3.54E-01
GPC3,2719,-5.59E-02
COL4A3BP,10087,1.20E-01
IGSF11,152404,-1.83E-01
ZNF695,57116,5.69E-02
LAYN,143903,-3.91E-01
LINC00327,100506697,5.55E-02
CECR6,27439,-5.93E-02
LOC284930,284930,-5.41E-02
HOPX,84525,4.87E-01
GPRIN3,285513,4.17E-02
CITED4,163732,1.19E-01
WNT10B,7480,1.10E-01
LOC338963,338963,-5.54E-02
LOC101929694,101929694,-4.80E-02
AKTIP,64400,-1.38E-01
LINC00479,150135,-7.12E-02
EFEMP2,30008,-3.44E-01
LOC100996425,100996425,-7.05E-02
LOC101928333,101928333,-5.11E-02
FASTKD1,79675,-1.53E-01
ITGB2,3689,-8.51E-02
C6orf164,63914,7.42E-02
DOK7,285489,2.13E-01
PLCB2,5330,-8.78E-02
FOXP4,116113,-1.08E-01
SIN3B,23309,-8.84E-02
TAB2,23118,-1.43E-01
GPR63,81491,-1.16E-01
G6PD,2539,1.45E-01
ZFY,7544,-5.20E-02
NHLRC2,374354,-6.29E-02
FRMD4A,55691,-4.30E-02
CYP21A2,1589,-6.49E-02
TRIM62,55223,-6.89E-02
GPR75,10936,-5.53E-02
BBS7,55212,-1.70E-01
ARRDC3-AS1,100129716,-5.11E-02
C9orf91,203197,1.79E-01
SPEF1,25876,-8.86E-02
MTMR2,8898,-1.17E-01
PTH2,113091,5.16E-02
EID2B,126272,-1.31E-01
LOC100130950,100130950,-7.55E-02
IGSF22,283284,7.93E-02
SNN,8303,-6.54E-02
HPR,3250,-4.42E-02
TTLL2,83887,-4.40E-02
PACS2,23241,-9.94E-02
ZNF432,9668,-1.41E-01
METAP1,23173,1.35E-01
PSME2,5721,1.69E-01
LINC01013,100507254,-5.23E-02
PTOV1-AS1,100506033,-8.38E-02
FBXW4,6468,-1.27E-01
DUSP19,142679,-4.38E-02
LOC100287598,100287598,-5.51E-02
ACAT2,39,-2.05E-01
SCG5,6447,-3.56E-01
ANKRD6,22881,-2.74E-01
BPY2,9083,-5.78E-02
LOC646778,646778,6.91E-02
PXDN,7837,3.69E-01
PNMA2,10687,4.65E-01
FBXW12,285231,-1.84E-01
HOTTIP,100316868,-2.34E-01
TLE2,7089,2.41E-01
LINC01511,100506791,8.21E-02
TOP3B,8940,7.43E-02
CALML6,163688,-5.82E-02
CCDC163P,126661,9.76E-02
DMRT1,1761,1.48E-01
F12,2161,-6.36E-02
ANKRD53,79998,-7.37E-02
HDGF,3068,-9.01E-02
HSD3B7,80270,1.51E-01
F3,2152,-2.74E-01
GGT7,2686,-1.44E-01
CHID1,66005,1.77E-01
MSANTD1,345222,5.41E-02
IER3,8870,-2.29E-01
SNX15,29907,-7.37E-02
INSL4,3641,5.39E-02
KRTAP4-11,653240,4.30E-02
LOC283214,283214,-5.19E-02
NEUROG1,4762,-5.92E-02
ITGA5,3678,-3.13E-01
RASL11B,65997,6.62E-02
MED7,9443,1.17E-01
CHCHD4,131474,1.56E-01
AKAP10,11216,-2.32E-01
PCDHB12,56124,7.24E-02
LOC100507653,100507653,-5.03E-02
BSCL2,26580,1.55E-01
LOC101927411,101927411,-6.24E-02
INTS1,26173,5.29E-02
PLA1A,51365,-2.23E-01
SMG1P1,641298,-5.21E-02
TMEM110,375346,-6.26E-02
GAN,8139,-1.80E-01
ANP32A-IT1,80035,-4.07E-02
LOC93463,93463,4.13E-02
MYOG,4656,9.10E-02
ORF1,55354,-5.78E-02
MRAP,56246,-5.92E-02
TCEB2,6923,1.26E-01
LOC100506941,100506941,-5.20E-02
AOC2,314,-6.12E-02
LOC145694,145694,-7.04E-02
SEPSECS,51091,1.86E-01
CDC73,79577,1.03E-01
CALML3,810,6.69E-02
GATB,5188,1.11E-01
LOC101928858,101928858,6.42E-02
C21orf119,84996,-1.09E-01
CRABP2,1382,1.09E-01
BMP10,27302,6.40E-02
KIAA1598,57698,1.95E-01
HOXD10,3236,2.18E-01
PLAGL1,5325,-2.10E-01
FYN,2534,-3.67E-01
PIK3R6,146850,6.02E-02
UNGP2,57005,5.62E-02
TMEM254-AS1,219347,-5.62E-02
ATRN,8455,2.42E-01
DOCK4-AS1,100506413,5.10E-02
LINC00610,399879,-6.13E-02
LOC100129603,100129603,-5.82E-02
C10orf126,283080,3.56E-02
ANKRD40,91369,-8.82E-02
LHFP,10186,-1.23E-01
MYCNOS,10408,7.20E-02
LOC284294,284294,6.02E-02
ISCU,23479,-1.41E-01
CCDC146,57639,1.98E-01
LOC286149,286149,-8.11E-02
SYT1,6857,1.29E-01
FGD5,152273,-1.83E-01
OIP5-AS1,729082,1.39E-01
AMPD3,272,6.23E-02
UBTD2,92181,-1.01E-01
SARS2,54938,1.39E-01
JARID2-AS1,100506681,-6.55E-02
CHIT1,1118,-1.86E-01
CTSLP8,1518,1.56E-01
HNRNPH3,3189,1.04E-01
PQLC2L,152078,-8.38E-02
GPT2,84706,2.64E-01
FAM105A,54491,2.33E-01
FBXO24,26261,-4.76E-02
NDFIP2,54602,2.38E-01
TRPV6,55503,6.82E-02
PLA2G4C,8605,-6.37E-02
LOC101928539,101928539,-4.27E-02
TENM3,55714,-2.26E-01
C14orf56,89919,-6.19E-02
LOC219688,219688,6.42E-02
ABHD16A,7920,-1.63E-01
PHC1,1911,1.93E-01
YBEY,54059,1.41E-01
LOC729218,729218,2.04E-01
MAGEB4,4115,-3.86E-02
ASPN,54829,1.53E-01
ITIH1,3697,-6.05E-02
CATSPERD,257062,4.73E-02
LOC100506446,100506446,8.04E-02
LOC100507336,100507336,-5.09E-02
LOC101927129,101927129,4.88E-02
DOLK,22845,1.53E-01
NATD1,256302,2.23E-01
SLC22A14,9389,-7.38E-02
PSMG3,84262,1.39E-01
LRRIQ1,84125,-4.55E-02
LOC339988,339988,1.33E-01
LINC00857,439990,1.02E-01
GLT1D1,144423,8.93E-02
LOC253805,253805,-5.26E-02
TPTEP1,387590,8.96E-02
TMEM204,79652,6.01E-02
NALCN-AS1,100885778,7.80E-02
ZNF563,147837,5.82E-02
PADI1,29943,7.44E-02
BUD13,84811,1.55E-01
MYL10,93408,4.82E-02
LINC00493,388789,2.08E-01
CTSO,1519,-2.24E-01
HOXA10,3206,-4.82E-01
RUNX3,864,-2.09E-01
SLC52A2,79581,3.01E-01
C15orf27,123591,4.97E-02
HIST1H4I,8294,7.49E-02
LINC00700,282980,5.51E-02
LINC00652,29075,8.10E-02
LINC00847,729678,-1.13E-01
PAX3,5077,-6.75E-02
SPATA5L1,79029,1.43E-01
SULT1C4,27233,2.23E-01
TMEM247,388946,5.12E-02
HNRNPAB,3182,5.25E-02
TMEM261,90871,1.15E-01
DDX59,83479,-1.30E-01
SH3RF3,344558,2.44E-01
IER5,51278,-1.89E-01
LOC101928495,101928495,-4.17E-02
LOC100506585,100506585,-5.58E-02
FMO1,2326,1.24E-01
C4BPA,722,3.53E-01
CECR7,100130418,-5.83E-02
LOC100507408,100507408,-5.35E-02
CCSER1,401145,9.42E-02
MIA2,117153,-4.62E-02
ND2,4536,-9.34E-02
ZNF552,79818,-1.20E-01
KRT78,196374,-5.43E-02
CDRT15L2,256223,-7.09E-02
FLJ16779,100192386,-5.81E-02
ERICH6,131831,-5.37E-02
GALNT9,50614,-7.02E-02
GJA3,2700,-6.00E-02
ASGR1,432,8.17E-02
TAS2R5,54429,-4.28E-02
FNDC8,54752,8.22E-02
INGX,27160,6.35E-02
SLC7A4,6545,5.94E-02
NUDT4P1,440672,-5.58E-02
C14orf105,55195,5.51E-02
OR1D2,4991,7.13E-02
CHIC1,53344,-1.87E-01
LINC00883,344595,-5.48E-02
GATS,352954,-1.30E-01
KRT36,8689,-6.65E-02
LTBP3,4054,-1.31E-01
OTOF,9381,-5.08E-02
TMOD2,29767,-3.09E-01
INHBE,83729,8.22E-02
SMEK3P,139420,-3.32E-02
LILRA4,23547,-8.57E-02
ACKR3,57007,1.66E-01
C9orf152,401546,-4.08E-01
MYL3,4634,-6.56E-02
OR5AK4P,219525,-4.77E-02
APOC4,346,9.54E-02
DIO1,1733,-4.92E-02
HRH3,11255,-7.62E-02
APOB,338,7.62E-02
TXLNB,167838,-3.95E-02
LOC100507283,100507283,-4.55E-02
DMRT3,58524,-5.89E-02
CBLN3,643866,-7.93E-02
CRHR2,1395,5.91E-02
ANKLE1,126549,-1.09E-01
CST5,1473,-7.06E-02
KRT34,3885,4.96E-02
MGAM,8972,-1.18E-01
LOC100506312,100506312,1.28E-01
PCDH12,51294,1.03E-01
F8,2157,-2.26E-01
SCGB1C1,147199,4.90E-02
ZNF285,26974,3.09E-01
PROL1,58503,8.38E-02
SULT1C2,6819,-2.78E-01
SSC4D,136853,1.01E-01
LIMD1-AS1,644714,-6.67E-02
FAM63B,54629,-5.38E-02
LOC440792,440792,-5.91E-02
UBL7,84993,1.51E-01
GCH1,2643,-2.57E-01
NAB2,4665,-8.01E-02
TYRO3P,7302,-5.80E-02
OR6W1P,89883,-5.84E-02
IGF2-AS,51214,-8.72E-02
LOC339539,339539,-5.60E-02
S1PR2,9294,-6.72E-02
LINC01255,101927433,-6.05E-02
CRACR2A,84766,-3.78E-01
NPTXR,23467,-6.67E-02
HOXB6,3216,3.56E-01
APOBEC3F,200316,-6.52E-02
CHD1,1105,1.74E-01
SH3BGR,6450,-2.62E-01
LRRC56,115399,-1.07E-01
KLHL41,10324,5.39E-02
SYTL1,84958,-3.31E-01
LOC101927865,101927865,-4.42E-02
MXRA7,439921,3.85E-01
CCDC14,64770,2.04E-01
FAM181A,90050,-5.37E-02
NPIPB15,440348,-3.57E-01
ZNF480,147657,5.48E-02
KCNMB2,10242,-9.26E-02
SMAD5-AS1,9597,-5.20E-02
FRS3,10817,6.68E-02
EPB42,2038,6.59E-02
CYTH3,9265,-4.79E-02
CCDC26,137196,4.34E-02
IFI30,10437,2.60E-01
MGC12488,84786,1.08E-01
CYB5D1,124637,-1.45E-01
ZIC3,7547,4.46E-02
DEFB129,140881,4.52E-02
GLTSCR1L,23506,1.11E-01
ADAMTS15,170689,-5.18E-02
LOC100506718,100506718,-4.61E-02
PRELID1,27166,-1.89E-01
RRAGD,58528,-3.02E-01
TMPRSS11E,28983,-4.70E-02
LOC100507372,100507372,-9.23E-02
TEX26-AS1,100507064,-3.87E-02
C20orf27,54976,1.78E-01
RBAKDN,389458,-8.17E-02
LOC100287628,100287628,-1.85E-01
LOC151174,151174,7.56E-02
HIST1H3J,8356,-8.98E-02
LOC100287576,100287576,6.01E-02
RTCA,8634,-9.23E-02
LOC100506895,100506895,-4.08E-02
C19orf70,125988,-1.60E-01
MYH2,4620,-9.75E-02
IRX3,79191,2.29E-01
LCT,3938,-6.25E-02
FNDC1,84624,4.68E-01
HIST1H2BH,8345,-1.46E-01
PPAPDC1B,84513,2.04E-01
LOC100506088,100506088,-8.17E-02
TEX43,389320,5.02E-02
LOC100286987,100286987,-5.16E-02
ZNF776,284309,-6.73E-02
FGF4,2249,-5.09E-02
LOC729164,729164,-6.38E-02
GLYCTK,132158,1.65E-01
MUC15,143662,1.30E-01
LINC01512,100132354,-6.15E-02
SPINT2,10653,-2.88E-01
PRDM11,56981,1.03E-01
FAM26E,254228,-1.15E-01
ZBTB40,9923,4.90E-02
HNF4G,3174,-3.50E-01
LOC100506652,100506652,-4.27E-02
VWDE,221806,7.53E-02
HHATL,57467,-4.68E-02
KRTAP4-4,84616,-4.40E-02
MRGPRX4,117196,-4.90E-02
AHR,196,1.36E-01
LINC01350,101929093,-7.46E-02
RSPH6A,81492,-7.39E-02
ZNF304,57343,-2.93E-01
LOC100506171,100506171,-2.13E-01
TPPP2,122664,-5.20E-02
LINC00543,100132234,2.27E-01
LRG1,116844,-3.04E-01
TSSK1B,83942,5.36E-02
FAM182B,728882,-6.73E-02
PRB1,5542,7.71E-02
LINC01089,338799,-9.38E-02
NRDE2,55051,-4.94E-02
LINC01532,100505835,3.68E-02
SCAMP3,10067,1.48E-01
GPR68,8111,-7.15E-02
MYBPC3,4607,-6.40E-02
FAM115C,285966,4.63E-02
HLA-F,3134,-1.80E-01
LOC497256,497256,-2.80E-02
ABCF1,23,9.30E-02
NR2F1-AS1,441094,1.08E-01
RNF5,6048,5.23E-02
LOC220077,220077,-5.57E-02
LINC00540,100506622,2.73E-01
LOC101928590,101928590,4.19E-02
MRPL22,29093,1.73E-01
CPT1C,126129,-7.75E-02
GNGT2,2793,-7.75E-02
ROCK1,6093,1.17E-01
KLRAP1,10748,-3.99E-02
DUSP2,1844,3.56E-01
CNP,1267,8.23E-02
ATXN1,6310,6.49E-02
OR10H2,26538,4.42E-02
MAFB,9935,-1.47E-01
FAM135B,51059,8.49E-02
TVP23B,51030,-1.70E-01
GATM-AS1,145663,-3.78E-02
PFDN1,5201,1.10E-01
LINC00242,401288,4.58E-02
FRMD8P1,83957,-8.64E-02
SYNGR3,9143,-2.48E-01
IL1RAPL2,26280,7.00E-02
LOC100128922,100128922,-4.19E-02
CCDC30,728621,6.39E-02
SNX32,254122,-6.47E-02
CYP51A1,1595,-2.27E-01
SCGB1D1,10648,-3.05E-02
CCDC27,148870,5.70E-02
LOC100130219,100130219,1.63E-01
GPR128,84873,-4.39E-01
LOC100240734,100240734,-6.23E-02
FOXL1,2300,1.14E-01
HEYL,26508,1.72E-01
CREBBP,1387,1.19E-01
DTHD1,401124,-4.04E-02
PPY2,23614,-6.26E-02
MSTO1,55154,1.29E-01
DRC1,92749,-4.20E-02
TMPRSS12,283471,-4.11E-02
MAML3,55534,-1.22E-01
ZNF530,348327,7.54E-02
CSPG4P5,114817,-6.90E-02
ACMSD,130013,-4.18E-02
TMEM179,388021,-5.27E-02
RAP2C,57826,1.33E-01
CARD6,84674,2.14E-01
TMEM263,90488,-2.52E-01
CCL22,6367,-1.82E-01
GPR132,29933,-5.17E-02
SPATA45,149643,-4.30E-02
LINC01516,101929025,-5.61E-02
CTSL,1514,-2.11E-01
SRP54,6729,1.27E-01
LOC100510093,100510093,-1.35E-01
HOXD9,3235,1.88E-01
TRIM58,25893,-1.50E-01
GABRQ,55879,4.84E-02
LINC00459,100874180,-6.15E-02
LOC100129620,100129620,-3.50E-02
LOC100505928,100505928,6.15E-02
WDR34,89891,-1.67E-01
APH1B,83464,-1.07E-01
RTP4,64108,-2.39E-01
LOC414300,414300,-4.69E-02
LINC01300,731779,4.04E-02
SCN4A,6329,-5.97E-02
C10orf11,83938,1.70E-01
RNF139,11236,-1.32E-01
APEH,327,8.15E-02
LOC441025,441025,4.32E-02
EIF1AY,9086,-5.40E-01
LINC01003,100128822,2.09E-01
CETN1,1068,-6.01E-02
FLJ31945,440137,4.09E-02
MDM1,56890,2.66E-01
NEUROG3,50674,-5.30E-02
OTOR,56914,-6.97E-02
LOC102546299,102546299,-4.33E-02
KLF1,10661,-8.30E-02
ARHGAP29,9411,-4.39E-02
LOC729839,729839,8.78E-02
LINC00293,497634,-6.83E-02
LOC100288490,100288490,-5.11E-02
ASB3,51130,5.00E-02
IHH,3549,-2.23E-01
INPP4B,8821,2.53E-01
CSN2,1447,-4.34E-02
OR52K3P,390035,7.97E-02
TJP2,9414,-2.40E-01
MUC6,4588,-6.66E-02
BARX1,56033,-6.96E-02
REEP1,65055,5.91E-01
TRIM6,117854,-2.33E-01
ADAMTS9,56999,-6.91E-02
SLC39A12,221074,-2.96E-02
LOC727818,727818,-4.87E-02
LOC388780,388780,1.05E-01
CCDC84,338657,1.57E-01
UBE2U,148581,3.99E-02
LINC00550,338862,-3.38E-02
SHKBP1,92799,-9.55E-02
C9orf84,158401,3.52E-02
CES4A,283848,-9.55E-02
IL36G,56300,-5.35E-02
LINC00960,401074,-2.47E-01
TIMM17A,10440,-3.10E-02
IL1A,3552,1.36E-01
PPM1D,8493,-6.06E-02
IKZF3,22806,-3.14E-01
SKIDA1,387640,-3.85E-02
STAU1,6780,1.34E-01
MAGEC2,51438,6.30E-02
ABCB6,10058,-1.72E-01
RP2,6102,-5.19E-02
C9orf135-AS1,494558,5.62E-02
LOC100128164,100128164,4.17E-02
ITIH4,3700,5.94E-02
IDI2,91734,5.49E-02
CYP2W1,54905,8.02E-02
TMEM208,29100,1.67E-01
ABRA,137735,-3.57E-02
NELL2,4753,2.93E-01
CCNL2,81669,-1.20E-01
MRPL34,64981,-1.48E-01
LOC646903,646903,1.97E-01
LOC100506201,100506201,9.06E-02
HMX1,3166,1.02E-01
LINC01231,101929247,-7.60E-02
CELA2B,51032,-6.83E-02
ZNF257,113835,-4.94E-02
STRN,6801,-6.50E-02
FGD1,2245,1.23E-01
GKAP1,80318,8.77E-02
ARHGEF38,54848,-4.95E-02
SUMF1,285362,-1.45E-01
XRCC3,7517,7.82E-02
SCAMPER,286756,-7.28E-02
HMGN3-AS1,100288198,7.42E-02
NUTF2,10204,1.19E-01
LOC100505978,100505978,4.71E-02
LOC100505851,100505851,5.68E-02
CES5A,221223,4.63E-02
SERPINA9,327657,7.26E-02
SLC12A7,10723,-1.14E-01
TRAF1,7185,-5.09E-02
RING1,6015,-6.77E-02
COL2A1,1280,5.17E-02
LY96,23643,-2.99E-01
MFSD3,113655,-1.99E-01
APOA5,116519,-4.43E-02
PLIN2,123,-5.71E-02
LOC100506357,100506357,4.08E-02
MRPL12,6182,-1.53E-01
LACRT,90070,-5.20E-02
TMEM108-AS1,101927455,-6.28E-02
SIX3,6496,9.57E-02
DNAJC22,79962,-1.07E-01
FBN1,2200,-4.38E-01
ROM1,6094,6.80E-02
PDZD9,255762,4.84E-02
CCDC58,131076,1.85E-01
SPATA2L,124044,-1.26E-01
RGAG1,57529,-5.88E-02
BBOX1,8424,-6.40E-02
VGLL2,245806,-6.51E-02
TVP23C,201158,4.51E-02
GLI1,2735,7.06E-02
SMCP,4184,5.03E-02
ATXN8OS,6315,5.68E-02
Sep-10,151011,1.27E-01
GINM1,116254,-1.44E-01
LOC147791,147791,-6.38E-02
LOC619427,619427,5.67E-02
LOC101927348,101927348,4.25E-02
AKR1C3,8644,-3.48E-01
LOC440149,440149,8.32E-02
PPT2,9374,1.32E-01
KIAA0825,285600,-6.00E-02
MSN,4478,-2.65E-01
LINC00173,100287569,1.25E-01
AFP,174,4.77E-02
LINC00629,100506757,-4.18E-02
DLX3,1747,8.75E-02
PABPC5,140886,-8.68E-02
LOC101927797,101927797,3.65E-02
CDH20,28316,-4.27E-02
FOSL1,8061,-2.02E-01
RXRB,6257,-7.50E-02
