#Entrez gene name, Entrez gene ID
RPL29,6159
RPL3,6122
RPL30,6156
RPL31,6160
RPL34,6164
RPL35,11224
RPL36,25873
RPL37,6167
RPL38,6169
RPL39,6170
RPL39L,116832
RPL4,6124
RPL41,6171
RPL5,6125
RPL6,6128
RPL7,6129
RPL7A,6130
RPL8,6132
RPLP0,6175
RPLP1,6176
RPLP2,6181
RPN1,6184
RPN2,6185
RPRM,56475
RPS10,6204
RPS11,6205
RPS12,6206
RPS13,6207
RPS14,6208
RPS15,6209
RPS15A,6210
RPS16,6217
RPS17,6218
RPS18,6222
RPS19,6223
RPS19BP1,91582
RPS2,6187
RPS20,6224
RPS21,6227
RPS23,6228
RPS24,6229
RPS25,6230
RPS26,6231
RPS27,6232
RPS27A,6233
RPS27L,51065
RPS28,6234
RPS29,6235
RPS3,6188
RPS3A,6189
RPS4X,6191
RPS4Y1,6192
RPS5,6193
RPS6,6194
RPS6KA1,6195
RPS6KA2,6196
RPS6KA3,6197
RPS6KA4,8986
RPS6KA5,9252
RPS6KA6,27330
RPS6KB1,6198
RPS6KB2,6199
RPS6KL1,83694
RPS7,6201
RPS8,6202
RPS9,6203
RPSA,3921
RPTOR,57521
RRAD,6236
RRAGA,10670
RRAGB,10325
RRAGC,64121
RRAGD,58528
RRAS,6237
RRAS2,22800
RREB1,6239
RRM1,6240
RRM2,6241
RRM2B,50484
RRN3,54700
RSBN1,54665
RSF1,51773
RSL1D1,26156
RSPO1,284654
RTEL1,51750
RTKN,6242
RTN3,10313
RTN4,57142
RTN4R,65078
RUFY1,80230
RUNX1,861
RUNX1T1,862
RUNX2,860
RUNX3,864
RUVBL1,8607
RUVBL2,10856
RXFP1,59350
RXFP2,122042
RXFP3,51289
RXFP4,339403
RXRA,6256
RXRB,6257
RXRG,6258
RYBP,23429
RYK,6259
RYR1,6261
RYR2,6262
RYR3,6263
S100A1,6271
S100A10,6281
S100A11,6282
S100A12,6283
S100A2,6273
S100A4,6275
S100A6,6277
S100A7,6278
S100A8,6279
S100A9,6280
S100B,6285
S100P,6286
S1PR1,1901
S1PR2,9294
S1PR3,1903
S1PR4,8698
S1PR5,53637
SAA1,6288
SAE1,10055
SAFB,6294
SAFB2,9667
SAG,6295
SALL1,6299
SALL3,27164
SALL4,57167
SAMHD1,25939
SAP18,10284
SAP30,8819
SAR1A,56681
SAR1B,51128
SARM1,23098
SARNP,84324
SARS,6301
SART3,9733
SAT1,6303
SATB1,6304
SATB2,23314
SAV1,60485
SCAI,286205
SCAMP2,10066
SCAMP3,10067
SCAP,22937
SCARB1,949
SCARF1,8578
SCD,6319
SCD5,79966
SCG2,7857
SCGB1A1,7356
SCGB3A2,117156
SCIN,85477
SCLC1,7864
SCN3B,55800
SCN5A,6331
SCNN1A,6337
SCNN1B,6338
SCNN1D,6339
SCNN1G,6340
SCP2,6342
SCRIB,23513
SCT,6343
SCTR,6344
SCYL1,57410
SCYL2,55681
SCYL3,57147
SCZD1,6377
SDC1,6382
SDC2,6383
SDC3,9672
SDC4,6385
SDCBP,6386
SDCCAG8,10806
SDHB,6390
SDHC,6391
SDHD,6392
SDS,10993
SEC11A,23478
SEC11C,90701
SEC14L2,23541
SEC23A,10484
SEC63,11231
SEH1L,81929
SELE,6401
SELL,6402
SELP,6403
SELPLG,6404
SEMA3A,10371
SEMA3B,7869
SEMA3C,10512
SEMA3E,9723
SEMA3F,6405
SEMA4A,64218
SEMA4D,10507
SEMA5A,9037
SEMA6D,80031
SEMA7A,8482
SEMG1,6406
SENP1,29843
SENP2,59343
SENP3,26168
SENP5,205564
SENP8,123228
SERBP1,26135
SERPINA1,5265
SERPINA3,12
SERPINA4,5267
SERPINA5,5104
SERPINA6,866
SERPINB2,5055
SERPINB3,6317
SERPINB5,5268
SERPINB8,5271
SERPINB9,5272
SERPINC1,462
SERPIND1,3053
SERPINE1,5054
SERPINE2,5270
SERPINF1,5176
SERPINF2,5345
SERPING1,710
SERPINH1,871
SERPINI1,5274
SESN1,27244
SESN2,83667
SESN3,143686
SET,6418
SETBP1,26040
SETD2,29072
SETD7,80854
SETD8,387893
SETDB1,9869
SETDB2,83852
SF1,7536
SF3B1,23451
SF3B4,10262
SFI1,9814
SFMBT1,51460
SFN,2810
SFRP1,6422
SFRP2,6423
SFRP4,6424
SFRP5,6425
SFRS1,6426
SFRS12,140890
SFRS2,6427
SFRS3,6428
SFTPA1,653509
SFTPA2,729238
SFTPB,6439
SFTPC,6440
SFTPD,6441
SFXN3,81855
SGCB,6443
SGEF,26084
SGK1,6446
SGK2,10110
SGK3,23678
SGK494,124923
SGMS1,259230
SGOL1,151648
SGPL1,8879
SGSH,6448
SH2B1,25970
SH2B2,10603
SH2B3,10019
SH2D1A,4068
SH2D1B,117157
SH2D2A,9047
SH2D3C,10044
SH2D4A,63898
SH3BGRL,6451
SH3BP2,6452
SH3BP4,23677
SH3BP5,9467
SH3GL1,6455
SH3GL2,6456
SH3GL3,6457
SH3GLB1,51100
SH3GLB2,56904
SH3KBP1,30011
SH3RF3,344558
SHANK1,50944
SHANK3,85358
SHB,6461
SHBG,6462
SHC1,6464
SHC2,25759
SHC3,53358
SHC4,399694
SHFM1,7979
SHH,6469
SHISA5,51246
SHMT1,6470
SHOC2,8036
SHROOM1,134549
SHROOM4,57477
SIAH1,6477
SIAH2,6478
SIGIRR,59307
SIGLEC1,6614
SIGLEC10,89790
SIGLEC8,27181
SIGLEC9,27180
SIK1,150094
SIK2,23235
SIK3,23387
SIKE1,80143
SIL1,64374
SILV,6490
SIN3A,25942
SIN3B,23309
SIP1,8487
SIPA1,6494
SIRPA,140885
SIRT1,23411
SIRT3,23410
SIT1,27240
SIVA1,10572
SIX1,6495
SIX3,6496
SKAP1,8631
SKAP2,8935
SKI,6497
SKIL,6498
SKP1,6500
SKP2,6502
SLA,6503
SLA2,84174
SLAMF1,6504
SLBP,7884
SLC10A1,6554
SLC10A2,6555
SLC11A1,6556
SLC11A2,4891
SLC12A1,6557
SLC12A2,6558
SLC12A3,6559
SLC17A7,57030
SLC18A2,6571
SLC18A3,6572
SLC1A2,6506
SLC1A3,6507
SLC1A5,6510
SLC22A11,55867
SLC22A9,114571
SLC25A18,83733
SLC25A20,788
SLC25A22,79751
SLC25A3,5250
SLC25A4,291
SLC25A6,293
SLC26A3,1811
SLC26A4,5172
SLC27A1,376497
SLC27A4,10999
SLC2A1,6513
SLC2A14,144195
SLC2A2,6514
SLC2A3,6515
SLC2A4,6517
SLC2A4RG,56731
SLC30A7,148867
SLC3A2,6520
SLC48A1,55652
SLC4A1,6521
SLC4A1AP,22950
SLC5A5,6528
SLC5A7,60482
SLC6A13,6540
SLC6A3,6531
SLC6A8,6535
SLC7A5,8140
SLC9A1,6548
SLC9A3,6550
SLC9A3R1,9368
SLC9A3R2,9351
SLC9A5,6553
SLC9A8,23315
SLCO1B1,10599
SLCO6A1,133482
SLEB3,64695
SLEH1,170682
SLEN2,192679
SLIT1,6585
SLIT2,9353
SLK,9748
SLPI,6590
SLURP1,57152
SLX4,84464
SMAD1,4086
SMAD2,4087
SMAD3,4088
SMAD4,4089
SMAD5,4090
SMAD6,4091
SMAD7,4092
SMAD9,4093
SMARCA1,6594
SMARCA2,6595
SMARCA4,6597
SMARCA5,8467
SMARCAD1,56916
SMARCAL1,50485
SMARCB1,6598
SMARCC1,6599
SMARCC2,6601
SMARCD1,6602
SMARCD3,6604
SMARCE1,6605
SMC1A,8243
SMC1B,27127
SMC2,10592
SMC3,9126
SMC4,10051
SMCR7L,54471
SMG1,23049
SMG5,23381
SMN1,6606
SMN2,6607
SMNDC1,10285
SMO,6608
SMPD1,6609
SMPD2,6610
SMPD3,55512
SMPX,23676
SMR3A,26952
SMUG1,23583
SMURF1,57154
SMURF2,64750
SMYD1,150572
SMYD2,56950
SMYD3,64754
SNAI1,6615
SNAI2,6591
SNAI3,333929
SNAP25,6616
SNAPIN,23557
SNCA,6622
SNCAIP,9627
SNCB,6620
SNCG,6623
SND1,27044
SNF8,11267
SNIP1,79753
SNORA62,6044
SNORA73A,6080
SNORD12C,26765
SNORD87,641648
SNPH,9751
SNRK,54861
SNRNP70,6625
SNRPA,6626
SNRPA1,6627
SNRPB,6628
SNRPB2,6629
SNRPC,6631
SNRPD1,6632
SNRPD2,6633
SNRPD3,6634
SNRPE,6635
SNRPF,6636
SNRPG,6637
SNRPN,6638
SNTA1,6640
SNUPN,10073
SNW1,22938
SNX1,6642
SNX2,6643
SNX4,8723
SNX6,58533
SNX9,51429
SOAT1,6646
SOCS1,8651
SOCS2,8835
SOCS3,9021
SOCS4,122809
SOCS5,9655
SOCS6,9306
SOCS7,30837
SOD1,6647
SOD2,6648
SOD3,6649
SORBS1,10580
SORBS2,8470
SORBS3,10174
SORD,6652
SORL1,6653
SORT1,6272
SOS1,6654
SOS2,6655
SOST,50964
SOSTDC1,25928
SOX1,6656
SOX10,6663
SOX13,9580
SOX17,64321
SOX2,6657
SOX3,6658
SOX4,6659
SOX5,6660
SOX6,55553
SOX9,6662
SP1,6667
SP100,6672
SP3,6670
SP5,389058
SP7,121340
SPAG5,10615
SPAG7,9552
SPAG9,9043
SPARC,6678
SPARCL1,8404
SPATA13,221178
SPATA18,132671
SPCS1,28972
SPCS2,9789
SPCS3,60559
SPDEF,25803
SPDYA,245711
SPDYC,387778
SPEG,10290
SPEN,23013
SPG7,6687
SPHK1,8877
SPHK2,56848
SPHKAP,80309
SPI1,6688
SPINK9,643394
SPINT1,6692
SPN,6693
SPP1,6696
SPRED1,161742
SPRED2,200734
SPRY1,10252
SPRY2,10253
SPRY3,10251
SPRY4,81848
SPSB1,80176
SPTAN1,6709
SPTBN1,6711
SPTBN2,6712
SPTLC1,10558
SQSTM1,8878
SRA1,10011
SRC,6714
SRCAP,10847
SREBF1,6720
SREBF2,6721
SRF,6722
SRGAP1,57522
SRI,6717
SRL,6345
SRMS,6725
SRP14,6727
SRP19,6728
SRP54,6729
SRP68,6730
SRP72,6731
SRP9P1,653226
SRPK1,6732
SRPK2,6733
SRPR,6734
SRPRB,58477
SRR,63826
SRRM1,10250
SRSF10,10772
SRSF4,6429
SRSF6,6431
SRXN1,140809
SRY,6736
SSB,6741
SSBP3,23648
SSBP4,170463
SSH1,54434
SSH2,85464
SSH3,54961
SSNA1,8636
SSRP1,6749
SST,6750
SSTR1,6751
SSTR2,6752
SSTR3,6753
SSTR4,6754
SSTR5,6755
SSX1,6756
SSX2,6757
SSX2IP,117178
ST13,6767
ST14,6768
ST5,6764
ST6GAL1,6480
STAG1,10274
STAG2,10735
STAM,8027
STAM2,10254
STAMBP,10617
STAMBPL1,57559
STAP1,26228
STAP2,55620
STAR,6770
STARD3,10948
STAT1,6772
STAT2,6773
STAT3,6774
STAT4,6775
STAT5A,6776
STAT5B,6777
STAT6,6778
STAU1,6780
STC1,6781
STEAP1,26872
STEAP3,55240
STIL,6491
STIM1,6786
STIP1,10963
STK11,6794
STK11IP,114790
STK16,8576
STK17A,9263
STK24,8428
STK25,10494
STK3,6788
STK33,65975
STK36,27148
STK38,11329
STK38L,23012
STK39,27347
STK4,6789
STK40,83931
STMN1,3925
STMN2,11075
STON1,11037
STRADA,92335
STRADB,55437
STRAP,11171
STRN,6801
STUB1,10273
STX1A,6804
STX3,6809
STX4,6810
STXBP1,6812
STXBP4,252983
STXBP6,29091
STYK1,55359
SUB1,10923
SUCLA2,8803
SUFU,51684
SUGT1,10910
SULT1E1,6783
SULT2A1,6822
SUMF1,285362
SUMO1,7341
SUMO2,6613
SUMO3,6612
SUMO4,387082
SUPT3H,8464
SUPT4H1,6827
SUPT5H,6829
SUPT7L,9913
SUPV3L1,6832
SUV39H1,6839
SUZ12,23512
SV2A,9900
SV2B,9899
SV2C,22987
SVIL,6840
SYK,6850
SYN1,6853
SYN2,6854
SYNGAP1,8831
SYNJ1,8867
SYNJ2,8871
SYNJ2BP,55333
SYNM,23336
SYP,6855
SYT1,6857
SYT2,127833
SYT4,6860
SYT5,6861
SYVN1,84447
T,6862
TAC1,6863
TAC3,6866
TAC4,255061
TACC1,6867
TACC2,10579
TACC3,10460
TACR1,6869
TACR2,6865
TACR3,6870
TADA2B,93624
TADA3,10474
TAF1,6872
TAF10,6881
TAF11,6882
TAF12,6883
TAF13,6884
TAF1A,9015
TAF1B,9014
TAF1C,9013
TAF4,6874
TAF4B,6875
TAF5,6877
TAF5L,27097
TAF6,6878
TAF7,6879
TAF9,6880
TAGLN,6876
TAGLN2,8407
TAL1,6886
TALDO1,6888
TAM,8205
TANK,10010
TAOK1,57551
TAOK2,9344
TAOK3,51347
TAP1,6890
TAP2,6891
TAPBP,6892
TARBP1,6894
TARBP2,6895
TARDBP,23435
TAS2R38,5726
TASP1,55617
TAT,6898
TAX1BP3,30851
TBC1D10B,26000
TBC1D20,128637
TBC1D22A,25771
TBC1D4,9882
TBC1D7,51256
TBC1D9,23158
TBCD,6904
TBK1,29110
TBKBP1,9755
TBL1X,6907
TBL1XR1,79718
TBL1Y,90665
TBP,6908
TBR1,10716
TBX2,6909
TBX20,57057
TBX21,30009
TBX3,6926
TBXA2R,6915
TCAP,8557
TCEA1,6917
TCEAL1,9338
TCEAL6,158931
TCEB1,6921
TCEB2,6923
TCF12,6938
TCF3,6929
TCF4,6925
TCF7,6932
TCF7L1,83439
TCF7L2,6934
TDG,6996
TDGF1,6997
TDGF3,6998
TDRD1,56165
TEAD1,7003
TEC,100124696
TEC,7006
TEK,7010
TENC1,23371
TEP1,7011
TERC,7012
TERF1,7013
TERF2,7014
TERF2IP,54386
TERT,7015
TES,26136
TESK1,7016
TESK2,10420
TEX10,54881
TF,7018
TFAM,7019
TFAP2A,7020
TFAP2C,7022
TFCP2,7024
TFDP1,7027
TFDP2,7029
TFDP3,51270
TFE3,7030
TFEC,22797
TFF1,7031
TFF2,7032
TFF3,7033
TFIP11,24144
TFPI,7035
TFPI2,7980
TFRC,7037
TG,7038
TGFA,7039
TGFB1,7040
TGFB1I1,7041
TGFB2,7042
TGFB3,7043
TGFBI,7045
TGFBR1,7046
TGFBR2,7048
TGFBR3,7049
TGFBRAP1,9392
TGIF1,7050
TGM1,7051
TGM2,7052
TH,7054
TH1L,51497
THBD,7056
THBS1,7057
THBS2,7058
THBS3,7059
THBS4,7060
THEM4,117145
THOC1,9984
THOC4,10189
THPO,7066
THRA,7067
THY1,7070
TIA1,7072
TIAF1,9220
TIAM1,7074
TIAM2,26230
TICAM1,148022
TICAM2,353376
TIE1,7075
TIFA,92610
TIFAB,497189
TIMELESS,8914
TIMM23,100287932
TIMP1,7076
TIMP2,7077
TIMP3,7078
TIMP4,7079
TINAGL1,64129
TINF2,26277
TIPIN,54962
TIRAP,114609
TJAP1,93643
TJP1,7082
TJP2,9414
TJP3,27134
TK1,7083
TLE1,7088
TLE4,7091
TLK1,9874
TLN1,7094
TLN2,83660
TLR1,7096
TLR10,81793
TLR2,7097
TLR3,7098
TLR4,7099
TLR5,7100
TLR6,10333
TLR7,51284
TLR8,51311
TLR9,54106
TLX2,3196
TM7SF4,81501
TMBIM6,7009
TMC6,11322
TMED7-TICAM2,100302736
TMEFF2,23671
TMEM126A,84233
TMEM132D,121256
TMEM173,340061
TMEM8B,51754
TMF1,7110
TMPRSS11D,9407
TMPRSS2,7113
TMPRSS6,164656
TMSB4X,7114
TMSB4Y,9087
TMSL3,7117
TNC,3371
TNF,7124
TNFAIP3,7128
TNFAIP6,7130
TNFAIP8,25816
TNFRSF10A,8797
TNFRSF10B,8795
TNFRSF10C,8794
TNFRSF10D,8793
TNFRSF11A,8792
TNFRSF11B,4982
TNFRSF12A,51330
TNFRSF13B,23495
TNFRSF13C,115650
TNFRSF14,8764
TNFRSF17,608
TNFRSF18,8784
TNFRSF19,55504
TNFRSF1A,7132
TNFRSF1B,7133
TNFRSF21,27242
TNFRSF25,8718
TNFRSF4,7293
TNFRSF6B,8771
TNFRSF8,943
TNFRSF9,3604
TNFSF10,8743
TNFSF11,8600
TNFSF12,8742
TNFSF12-TNFSF13,407977
TNFSF13,8741
TNFSF13B,10673
TNFSF14,8740
TNFSF15,9966
TNFSF18,8995
TNFSF4,7292
TNFSF8,944
TNFSF9,8744
TNIK,23043
TNIP1,10318
TNIP2,79155
TNIP3,79931
TNK2,10188
TNKS,8658
TNN,63923
TNNI1,7135
TNNI3,7137
TNNI3K,51086
TNNT2,7139
TNPO1,3842
TNR,7143
TNS1,7145
TNXB,7148
TOB1,10140
TOB2,10766
TOLLIP,54472
TOM1,10043
TOP1,7150
TOP2A,7153
TOPBP1,11073
TOPORS,10210
TOR1A,1861
TOX,9760
TP53,7157
TP53AIP1,63970
TP53BP1,7158
TP53BP2,7159
TP53I3,9540
TP53INP1,94241
TP63,8626
TP73,7161
TPD52,7163
TPH1,7166
TPI1,7167
TPM1,7168
TPO,7173
TPP2,7174
TPPP,11076
TPPP3,51673
TPR,7175
TPSAB1,7177
TPT1,7178
TPX2,22974
TRA@,6955
TRADD,8717
TRAF1,7185
TRAF2,7186
TRAF3,7187
TRAF3IP2,10758
TRAF4,9618
TRAF5,7188
TRAF6,7189
TRAK2,66008
TRAP1,10131
TRAPPC9,83696
TRAT1,50852
TRB@,6957
TRD@,6964
TREH,11181
TREM1,54210
TREM2,54209
TREX1,11277
TRH,7200
TRHR,7201
TRIAP1,51499
TRIB2,28951
TRIB3,57761
TRIM11,81559
TRIM14,9830
TRIM16,10626
TRIM17,51127
TRIM21,6737
TRIM24,8805
TRIM25,7706
TRIM26,7726
TRIM27,5987
TRIM28,10155
TRIM29,23650
TRIM32,22954
TRIM36,55521
TRIM41,90933
TRIM44,54765
TRIO,7204
TRIOBP,11078
TRIP10,9322
TRIP12,9320
TRIP4,9325
TRIP6,7205
TRNAE1,7193
TRNAU1AP,54952
TRNH,4564
TRPC1,7220
TRPC3,7222
TRPC4AP,26133
TRPC5,7224
TRPC6,7225
TRPM6,140803
TRPM7,54822
TRPS1,7227
TRPV1,7442
TRPV4,59341
TRPV5,56302
TRPV6,55503
TRRAP,8295
TSC1,7248
TSC2,7249
TSC22D1,8848
TSC22D3,1831
TSC22D4,81628
TSG101,7251
TSGA14,95681
TSHB,7252
TSHR,7253
TSHZ1,10194
TSIX,9383
TSLP,85480
TSN,7247
TSNAX,7257
TSPAN1,10103
TSPAN12,23554
TSPYL2,64061
TSSK2,23617
TSSK3,81629
TSSK4,283629
TTBK1,84630
TTC1,7265
TTC5,91875
TTF1,7270
TTF2,8458
TTK,7272
TTN,7273
TTR,7276
TTRAP,51567
TTYH2,94015
TUB,7275
TUBA1A,7846
TUBA1B,10376
TUBA1C,84790
TUBA3C,7278
TUBA3D,113457
TUBA3E,112714
TUBA4A,7277
TUBA4B,80086
TUBA8,51807
TUBAL3,79861
TUBB,203068
TUBB1,81027
TUBB2A,7280
TUBB2B,347733
TUBB2C,10383
TUBB3,10381
TUBB4,10382
TUBB4Q,56604
TUBB6,84617
TUBBP3,326106
TUBG1,7283
TUFM,7284
TULP3,7289
TULP4,56995
TWIST1,7291
TWSG1,57045
TXK,7294
TXLNA,200081
TXN,7295
TXNIP,10628
TXNL4A,10907
TXNRD1,7296
TXNRD2,10587
TYK2,7297
TYMP,1890
TYMS,7298
TYR,7299
TYRO3,7301
TYROBP,7305
TYRP1,7306
U2AF1,7307
U2AF2,11338
UACA,55075
UBA1,7317
UBA3,9039
UBA5,79876
UBA52,7311
UBA7,7318
UBB,7314
UBC,7316
UBE2A,7319
UBE2B,7320
UBE2C,11065
UBE2D1,7321
UBE2D2,7322
UBE2D3,7323
UBE2E1,7324
UBE2E2,7325
UBE2F,140739
UBE2G1,7326
UBE2G2,7327
UBE2I,7329
UBE2L3,7332
UBE2L6,9246
UBE2M,9040
UBE2N,7334
UBE2S,27338
UBE2T,29089
UBE2V1,7335
UBE2V2,7336
UBE3A,7337
UBE3C,9690
UBE4A,9354
UBE4B,10277
UBL4A,8266
UBL4B,164153
UBQLN1,29979
UBQLN2,29978
UBR1,197131
UBR5,51366
UBTD2,92181
UBTF,7343
UBXN1,51035
UBXN6,80700
UCHL1,7345
UCHL5,51377
UCN,7349
UCN2,90226
UCN3,114131
UCP1,7350
UCP2,7351
UCP3,7352
UFD1L,7353
UGCG,7357
UGT1A6,54578
UGT2B4,7363
UHMK1,127933
UHRF1,29128
UHRF1BP1,54887
UHRF2,115426
UIMC1,51720
ULBP1,80329
ULBP2,80328
ULBP3,79465
ULK1,8408
ULK2,9706
ULK3,25989
UNC119,9094
UNC13B,10497
UNC45A,55898
UNC5A,90249
UNC5B,219699
UNC5C,8633
UNC5CL,222643
UNC5D,137970
UPF1,5976
UPF2,26019
UPF3B,65109
UPK3A,7380
URI1,8725
USF1,7391
USF2,7392
USP1,7398
USP11,8237
USP14,9097
USP18,11274
USP2,9099
USP28,57646
USP6NL,9712
USP7,7874
USP8,9101
UTP18,51096
UTRN,7402
UTS2,10911
UTS2R,2837
UVRAG,7405
UXT,8409
VAMP1,6843
VAMP2,6844
VAMP3,9341
VANGL1,81839
VANGL2,57216
VAPA,9218
VASP,7408
VAV1,7409
VAV2,7410
VAV3,10451
VCAM1,7412
VCAN,1462
VCL,7414
VCP,7415
VDAC1,7416
VDAC2,7417
VDR,7421
VEGFA,7422
VEGFB,7423
VEGFC,7424
VHL,7428
VHLL,391104
VIL1,7429
VIM,7431
VIP,7432
VIPR1,7433
VIPR2,7434
VLDLR,7436
VN1R1,57191
VPS24,51652
VPS25,84313
VPS28,51160
VPS36,51028
VPS37A,137492
VPS37B,79720
VPS37C,55048
VPS37D,155382
VPS39,23339
VPS4A,27183
VPS4B,9525
VRK1,7443
VRK2,7444
VRK3,51231
VSNL1,7447
VTA1,51534
VTN,7448
VTNR,7449
VUR,54113
VWA1,64856
VWCE,220001
VWF,7450
VWFP,7451
WARS,7453
WAS,7454
WASF1,8936
WASF2,10163
WASF3,10810
WASL,8976
WDR12,55759
WDR45B,56270
WDR48,57599
WDR77,79084
WEE1,7465
WEE2,494551
WG,474168
WHSC1,7468
WHSC2,7469
WIF1,11197
WIPF1,7456
WISP1,8840
WNK1,65125
WNK4,65266
WNT1,7471
WNT10A,80326
WNT10B,7480
WNT11,7481
WNT16,51384
WNT2,7472
WNT2B,7482
WNT3,7473
WNT3A,89780
WNT4,54361
WNT5A,7474
WNT5B,81029
WNT6,7475
WNT7A,7476
WNT7B,7477
WNT8A,7478
WNT8B,7479
WNT9A,7483
WNT9B,7484
WRAP53,55135
WRN,7486
WSN,7489
WT1,7490
WT2,7491
WWOX,51741
WWP1,11059
WWTR1,25937
XAB2,56949
XAF1,54739
XBP1,7494
XCL1,6375
XCL2,6846
XCR1,2829
XDH,7498
XIAP,331
XIST,7503
XPA,7507
XPC,7508
XPO1,7514
XPO5,57510
XPR1,9213
XRCC1,7515
XRCC4,7518
XRCC5,7520
XRCC6,2547
XRN1,54464
YAP1,10413
YARS,8565
YBX1,4904
YEATS4,8089
YES1,7525
YKT6,10652
YWHAB,7529
YWHAE,7531
YWHAG,7532
YWHAH,7533
YWHAQ,10971
YWHAZ,7534
YY1,7528
ZAK,51776
ZAP70,7535
ZBED1,9189
ZBP1,81030
ZBTB16,7704
ZBTB17,7709
ZBTB18,10472
ZBTB32,27033
ZBTB33,10009
ZBTB4,57659
ZBTB44,29068
ZBTB5,9925
ZBTB7A,51341
ZBTB7B,51043
ZC3H12A,80149
ZC3H7A,29066
ZCCHC10,54819
ZCCHC11,23318
ZCCHC12,170261
ZCCHC2,54877
ZCCHC8,55596
ZCRB1,85437
ZDHHC11,79844
ZEB1,6935
ZEB2,9839
ZFAND5,7763
ZFHX3,463
ZFP36,7538
ZFP36L1,677
ZFPM1,161882
ZFPM2,23414
ZFYVE20,64145
ZFYVE9,9372
ZG16B,124220
ZHX1,11244
ZHX2,22882
ZIC2,7546
ZIC3,7547
ZIC4,84107
ZIM2,23619
ZMAT2,153527
ZMAT3,64393
ZMIZ1,57178
ZMIZ2,83637
ZMYM3,9203
ZMYM4,9202
ZMYND10,51364
ZMYND11,10771
ZMYND8,23613
ZNF148,7707
ZNF160,90338
ZNF184,7738
ZNF197,10168
ZNF202,7753
ZNF213,7760
ZNF217,7764
ZNF221,7638
ZNF223,7766
ZNF224,7767
ZNF248,57209
ZNF259,8882
ZNF267,10308
ZNF274,10782
ZNF277,11179
ZNF280D,54816
ZNF295,49854
ZNF318,24149
ZNF319,57567
ZNF32,7580
ZNF345,25850
ZNF346,23567
ZNF384,171017
ZNF385A,25946
ZNF396,252884
ZNF397,84307
ZNF410,57862
ZNF414,84330
ZNF420,147923
ZNF461,92283
ZNF471,57573
ZNF485,220992
ZNF496,84838
ZNF502,91392
ZNF519,162655
ZNF521,25925
ZNF565,147929
ZNF597,146434
ZNF606,80095
ZNF626,199777
ZNF652,22834
ZNF653,115950
ZNF655,79027
ZNF671,79891
ZNF692,55657
ZNF746,155061
ZNF765,91661
ZNF784,147808
ZNF81,347344
ZNFX1,57169
ZNRD1,30834
ZRANB2,9406
ZSCAN1,284312
ZSCAN18,65982
ZW10,9183
ZYX,7791
ZZEF1,23140
